patch_id,objective,files_changed,status,verification_note
"P278","FE Contact duplicates tab - added Duplikat tab to contacts page with duplicate groups display (match_type/match_value/contacts table), merge action button per contact opening existing merge dialog with pre-filled source/target","frontend/src/app/dashboard/contacts/page.tsx","done, frontend build OK (Compiled successfully), /dashboard/contacts returns 200"
"P279","Schema lead_score field on Contact - added lead_score Int @default(0) to Contact model with index on organization_id+lead_score for sorting","backend/prisma/schema.prisma","done, prisma generate OK, db push synced"
"P280","BE Lead scoring service + endpoints - created lead-scoring.service.ts with scoring algorithm (stage/messages/conversations/deals/recency/email), POST /:id/lead-score + POST /lead-score/recalc-all endpoints in contact routes","backend/src/services/lead-scoring.service.ts, backend/src/controllers/contact.controller.ts, backend/src/routes/contact.routes.ts","done, tsc build OK, backend running"
"P281","FE Lead score display - added Skor column with progress bar (green >=70, yellow >=40, red <40) to contacts table, Hitung Skor button with recalc-all mutation, lead_score in Contact interface","frontend/src/app/dashboard/contacts/page.tsx","done, frontend build OK (Compiled successfully), /dashboard/contacts returns 200"
"P282","BE Rotten deals worker + settings - rotten_notified_at field on Deal, DEAL_ROTTEN notification type, rotten-deal.worker.ts (hourly check for deals inactive > N days, notifies assigned user or admins), GET/PUT /settings/rotten-deals for configuring threshold (0=disabled, default 7)","backend/prisma/schema.prisma, backend/src/workers/rotten-deal.worker.ts, backend/src/server.ts, backend/src/services/notification.service.ts, backend/src/controllers/settings.controller.ts, backend/src/routes/settings.routes.ts","done, tsc build OK, worker started (check every 1 hour)"
"P283","FE Rotten deal indicators - amber border + bg on stale pipeline cards, AlertTriangle icon on title, amber row highlight in list view. Uses rotten-deals settings query to determine threshold. isRotten() helper based on updated_at vs rotten_deal_days","frontend/src/app/dashboard/deals/page.tsx","done, frontend build OK (Compiled successfully), /dashboard/deals returns 200"
P284,BE Sales Forecasting Service,"Created forecasting.service.ts with weighted pipeline, win rate (30/60/90d), revenue aggregates, projected revenue, closing-soon deals. Added forecast() to DealController + GET /deals/forecast route.",forecasting.service.ts;deal.controller.ts;deal.routes.ts,DONE
P285,FE Sales Forecasting Page,"Created /dashboard/forecasting page with KPI cards (weighted pipeline, projected revenue 30d, win rate, monthly avg revenue), pipeline stage bar chart (recharts), revenue & win rate summary (30/60/90d), closing-soon deals table. Added TrendingUp Forecasting nav in sidebar.",forecasting/page.tsx;sidebar.tsx,DONE
P286,Fix local TS errors - pdfmake missing + tsconfig deprecation,"Installed pdfmake/@types/pdfmake locally (was in package.json but not in node_modules). Added ignoreDeprecations 6.0 to tsconfig.json for baseUrl deprecation warning.",tsconfig.json;node_modules,DONE,verified 0 errors across all files
P287,Merge Analytics+Forecasting into tabbed Analytics page,"Restructured analytics page with 4 tabs (Pesan/Kontak/Penjualan/Tim). Integrated forecasting data (weighted pipeline/win rate/revenue/closing-soon) into Penjualan tab. Added shadcn Tabs. Summary cards + export always visible above tabs.",frontend/src/app/dashboard/analytics/page.tsx,DONE,verified 0 TS errors + build OK + page loads 307
P288,Clean: Remove standalone Forecasting page+sidebar menu,"Removed /dashboard/forecasting page directory and Forecasting nav item from sidebar (TrendingUp import cleaned). Data now lives in Analytics > tab Penjualan (P287).",sidebar.tsx;forecasting/page.tsx(deleted),DONE,compiled successfully + analytics 307 + no unused code
P289,Deals search+filter+pagination,"Added search bar (title/number/contact), stage filter dropdown, status filter (open/won/lost), pagination controls (20/page list view, 100 pipeline). Backend already supported all params. Reset page on filter change.",frontend/src/app/dashboard/deals/page.tsx,DONE,compiled OK + page loads 307
P290,Deals bulk operations (select+move+won+lost+delete),"Added Checkbox component (ui/checkbox.tsx). Added multi-select with select-all row. Bulk action bar: move stage Select, Won/Lost/Delete buttons with confirm dialogs. Fixed Set iteration for downlevelIteration.",deals/page.tsx;checkbox.tsx,DONE,compiled OK + deployed + page loads 307
P292,FE Deal lost reason dialog with textarea,"Replaced openConfirm for Lost action with proper Dialog containing Textarea for lost_reason. Added Textarea import. Mutation now sends actual reason. Bulk lost keeps simple confirm.",frontend/src/app/dashboard/deals/page.tsx,DONE,compiled OK + deployed + page loads 307
P293,SLA breach list table with pagination,"Added listBreached() to sla.service.ts (paginated query with contact+agent). Added GET /sla/breached route. Added breach table to SLA Stats tab with contact/phone/agent/status/deadline/breach columns + pagination. Fixed ignoreDeprecations to 5.0.",sla.service.ts;sla.controller.ts;sla.routes.ts;sla/page.tsx;tsconfig.json,DONE,BE+FE compiled OK + deployed + sla page 307
P294,CSAT time range filter (7/30/90/365/all days),"Added Select dropdown above CSAT analytics cards with 5 time range options. Passes start_date to existing BE /csat/analytics API. Query key includes timeRange for auto-refetch.",frontend/src/app/dashboard/csat/page.tsx,DONE,compiled OK + deployed + csat page 307
P295,Scheduled Msg search+status filter,"Added search input (by name) and status filter dropdown (all/active/inactive) above schedule table. Client-side filtering since all data is fetched at once.",frontend/src/app/dashboard/scheduled-messages/page.tsx,DONE,compiled OK + deployed + page loads 307
P296,Sidebar PRO badge links to billing page,"Changed locked menu items from static div to Link pointing to /dashboard/billing. Added hover:opacity-80 transition. PRO badge styled amber for visibility.",frontend/src/components/layout/sidebar.tsx,DONE,compiled OK + deployed + page loads 307
P298,Table responsive for Tasks+Receipts,"Tasks: hid Tipe(sm)/Prioritas(md)/Ditugaskan+Kontak(lg). Receipts: hid Tipe(sm)/Deal+Tanggal(md). Essential columns (name/status/amount/actions) stay visible on all screens.",tasks/page.tsx;receipts/page.tsx,DONE,compiled OK + deployed + both pages 307
P299,Template search+category filter,"Added search input (by name/content) and category dropdown filter. Extracts unique categories from templates data. Client-side filtering for instant results.",frontend/src/app/dashboard/templates/page.tsx,DONE,compiled OK + deployed + page loads 307
P300,Add merchant_id to Midtrans config backend,"Added merchant_id field to saveMidtransConfig() input + upsert logic + getMidtransConfig() return. Controller masks server_key but shows merchant_id. No schema migration needed (uses existing PaymentConfig key-value model).",backend/src/services/payment-settings.service.ts;backend/src/controllers/payment-settings.controller.ts,DONE,no regression - existing keys unchanged
P301,Add org-scoped Midtrans config routes for OWNER/ADMIN,"Added getMidtransConfig + saveMidtransConfig + testMidtransConnection to SettingsController (OWNER/ADMIN/SUPER_ADMIN). Added 3 routes to settings.routes.ts (GET/PUT /midtrans + POST /midtrans/test). Test uses Midtrans sandbox/production API base URL with Basic auth.",backend/src/controllers/settings.controller.ts;backend/src/routes/settings.routes.ts,DONE,no regression - existing settings routes unchanged
P302,Update admin payment-settings page with merchant_id field,"Added merchant_id to MidtransConfig interface + form state + fetch handler + save payload + UI Input field. Pattern matches existing server_key/client_key fields.",frontend/src/app/admin/payment-settings/page.tsx,DONE,no regression - existing fields unchanged
P303,Add Midtrans settings tab to dashboard/settings (pengaturan),"Added MidtransConfigTab component with full UI: status indicator + enable toggle + merchant_id + server_key (masked) + client_key + environment selector + save + test connection. Uses /settings/midtrans endpoints (org-scoped). Added CreditCard+Save icons. Tab placed after Kwitansi.",frontend/src/app/dashboard/settings/page.tsx,DONE,pattern matches existing WA API config tab
P304,Add Midtrans payment fields to Deal schema,"Added 5 fields to Deal model: payment_status (pending/settlement/expire/cancel/deny/refund), midtrans_order_id (unique), midtrans_snap_token, midtrans_snap_url, midtrans_payment_type. Prisma db push + generate clean.",backend/prisma/schema.prisma,DONE,db push OK + prisma generate OK + tsc clean
P305,Create midtrans.service.ts - Snap transaction + notification handler,"New service using axios (no new npm dep). createSnapTransaction(): build Snap API payload from deal data + call Midtrans Snap API + save token/url/order_id to deal. handleNotification(): verify SHA-512 signature + update payment_status + delegate to paymentCallbackService for auto-close on settlement. checkTransactionStatus(): poll Midtrans API. Reuses paymentSettingsService for credentials.",backend/src/services/midtrans.service.ts,DONE,tsc clean + reuses existing patterns
P306,Add deal payment-link + payment-status endpoints,"Added createPaymentLink() and checkPaymentStatus() to DealController. Routes: POST /deals/:id/payment-link + GET /deals/:id/payment-status. Protected by authenticate+tenantGuard+requireFeature('deals').",backend/src/controllers/deal.controller.ts;backend/src/routes/deal.routes.ts,DONE,tsc clean + routes follow existing deal pattern
P307,Add Midtrans notification webhook endpoint,"Added handleMidtransNotification() to WebhookController - responds 200 immediately then processes async. Route: POST /webhook/midtrans (no auth - verified by SHA-512 signature in body). Delegates to midtransService.handleNotification().",backend/src/controllers/webhook.controller.ts;backend/src/routes/webhook.routes.ts,DONE,tsc clean + pattern matches existing /webhook/payment-callback
P308,Frontend Pembayaran tab + payment status badges,"(A) deal-detail-dialog.tsx: new Pembayaran tab with payment status card + active link display (copy/open) + create link button + check status button + no-value warning. (B) deals/page.tsx: payment_status badge on pipeline cards + list view items (Lunas/Menunggu/status). Uses CreditCard icon + color-coded badges.",frontend/src/components/deal-detail-dialog.tsx;frontend/src/app/dashboard/deals/page.tsx,DONE,next build clean + no regression
